runtime,votes_imdb,adjusted_budget,year,spring,summer,fall,winter,score_imdb,rating,crime,drama,romance,animation,comedy,family,mystery,sci-fi,thriller,adventure,fantasy,action,biography,horror,history,war,music,sport,short,western,musical,documentary,film-noir,adult,adjusted_gross
99,61511,69136504,2000,0,1,0,0,5.9,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,105710102
98,194181,34568252,2000,1,0,0,0,6.7,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,80154980
136,75692,64627602,2000,0,0,0,1,7.3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77860800
98,74635,16532642,2000,0,0,1,0,6.0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,102771413
90,85512,127752236,2000,0,0,0,1,5.3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59314273
110,103550,82663211,2000,0,1,0,0,6.6,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,85575214
119,9493,76651341,2000,0,0,1,0,5.7,4,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,23033168
106,28112,52603862,2000,1,0,0,0,5.6,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52673179
110,8717,0,2000,0,0,1,0,7.3,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034828
123,101554,60118699,2000,0,0,1,0,7.2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50378911
135,9042,15029675,2000,0,0,1,0,6.5,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3419219
115,16575,43586057,2000,0,1,0,0,6.7,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25852431
114,19600,15029675,2000,0,0,1,0,7.2,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677228
130,103332,150296748,2000,0,1,0,0,6.6,3,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,233657864
93,1908,6763354,2000,0,0,1,0,3.8,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1876825
122,24202,9017805,2000,1,0,0,0,7.0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12923406
90,15330,135267073,2000,0,0,0,1,4.8,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21387911
104,493164,112722561,2000,0,1,0,0,7.4,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,236416361
103,37015,64627602,2000,1,0,0,0,6.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55866035
90,31565,22544512,2000,0,0,1,0,4.0,4,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,39734093
120,228025,25550447,2000,0,0,0,1,7.9,3,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,192498379
100,2022,0,2000,0,0,1,0,6.3,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47025
105,8957,94686951,2000,0,0,1,0,5.0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15093575
89,65786,142781911,2000,1,0,0,0,6.9,2,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,76446550
87,11917,15029675,2000,0,0,1,0,6.2,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1930781
103,4542,0,2000,1,0,0,0,6.5,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2104
93,3984,19538577,2000,1,0,0,0,6.1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,450578
135,6606,15029675,2000,1,0,0,0,7.1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4573957
78,5310,225445,2000,0,0,1,0,6.2,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4345512
106,18326,52603862,2000,0,0,0,1,5.7,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55317151
94,32888,37574187,2000,0,1,0,0,6.7,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25950776
98,23989,30059350,2000,0,1,0,0,5.3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23474287
104,654846,0,2000,0,0,0,1,8.3,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45582232
109,203269,34568252,2000,1,0,0,0,7.1,4,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,58977434
97,9712,75148374,2000,0,0,1,0,4.8,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25272778
78,141885,150296748,2000,0,0,0,1,7.3,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,134721026
82,4781,0,2000,0,1,0,0,6.3,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374364
103,24614,0,2000,0,0,1,0,7.7,4,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,227077
94,8432,48094959,2000,1,0,0,0,5.5,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13144473
94,14393,52603862,2000,0,1,0,0,5.4,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32764168
97,5918,0,2000,1,0,0,0,6.0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239976
114,8210,0,2000,0,0,0,1,7.4,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7993802
118,50976,75148374,2000,0,0,1,0,6.5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67238345
90,1314,0,2000,0,0,1,0,5.7,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5901
143,429806,135267073,2000,0,0,0,1,7.8,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351141512
109,2939,2705341,2000,0,1,0,0,7.2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4598831
106,280513,112722561,2000,0,0,0,1,7.2,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142798953
112,3378,21041545,2000,0,0,1,0,5.4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4600528
124,15454,30059350,2000,1,0,0,0,7.2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374364
110,30785,36071220,2000,0,0,1,0,6.2,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37829773
106,41835,126249268,2000,0,1,0,0,4.3,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185330755
124,52111,112722561,2000,0,0,0,1,5.9,3,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,104071268
107,242380,39077154,2000,1,0,0,0,7.8,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68403940
100,5625,7514837,2000,0,0,1,0,6.0,2,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14475310
77,14258,45089024,2000,1,0,0,0,6.3,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,68466982
96,7660,22544512,2000,1,0,0,0,5.1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15814476
120,43830,10520772,2000,1,0,0,0,7.0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25506231
87,3665,180356,2000,1,0,0,0,5.3,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23938
103,6605,54106829,2000,0,0,0,1,6.6,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,76772
101,13427,0,2000,0,1,0,0,7.2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3837064
118,68160,109716626,2000,0,1,0,0,2.4,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32271244
105,6173,12775224,2000,1,0,0,0,6.7,4,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406921
103,21504,97692886,2000,0,0,1,0,5.5,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56754930
82,2010,1502967,2000,0,0,1,0,6.0,4,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19953
94,6337,1502967,2000,0,0,1,0,7.0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2625060
83,121888,19538577,2000,0,0,0,1,5.5,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70233370
131,145443,78154309,2000,1,0,0,0,7.3,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,188765509
119,28466,12775224,2000,0,0,1,0,6.7,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9101462
113,929360,13526707,2000,0,1,0,0,8.5,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38393104
93,1346,0,2000,0,1,0,0,5.1,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68875
123,3317,0,2000,0,0,1,0,5.8,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102071
102,28856,95588732,2000,0,0,1,0,5.1,4,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22495188
122,16174,34568252,2000,0,0,1,0,4.6,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19708474
102,391018,10520772,2000,1,0,0,0,7.6,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22650148
99,28622,81160244,2000,0,0,0,1,4.9,4,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,49632145
126,48043,120237398,2000,0,0,0,1,6.7,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,46470504
122,19103,12023740,2000,1,0,0,0,5.9,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90162
90,16842,124746301,2000,1,0,0,0,3.6,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53007070
93,140390,24047480,2000,0,1,0,0,6.5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103014559
123,104775,123243333,2000,0,0,0,1,5.9,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52009107
88,199176,28556382,2000,0,1,0,0,6.2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235995609
98,3330,4508902,2000,0,1,0,0,5.2,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60661
129,94931,48094959,2000,0,0,0,1,7.2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,73373251
88,4108,57112764,2000,0,0,1,0,5.6,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19573258
108,9717,37574187,2000,1,0,0,0,4.7,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22530357
102,630161,6763354,2000,0,0,0,1,8.3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5464011
91,12868,52603862,2000,0,0,0,1,4.9,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30163066
114,3933,75148374,2000,0,1,0,0,5.6,3,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9997021
105,18881,0,2000,0,0,0,1,6.8,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10437314
145,47719,120237398,2000,0,0,0,1,7.3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,51990785
95,2002,0,2000,0,1,0,0,6.4,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29339
95,17398,9017805,2000,1,0,0,0,7.0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51303255
115,17212,36071220,2000,1,0,0,0,6.9,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49181301
85,3106,28556382,2000,0,1,0,0,3.7,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23947541
100,28524,127752236,2000,0,0,0,1,4.8,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100634233
90,13017,36071220,2000,1,0,0,0,5.9,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7678390
147,177611,72142439,2000,0,0,0,1,7.6,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186541898
98,4360,0,2000,0,1,0,0,6.7,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490695
107,28683,67633537,2000,0,0,0,1,3.6,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,23133630
100,13051,0,2000,1,0,0,0,6.2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1122855
110,8530,1502967,2000,0,0,1,0,6.8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2353425
78,8974,45089024,2000,0,0,0,1,6.1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114988669
128,39436,90178049,2000,1,0,0,0,6.4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,92184856
112,8505,22544512,2000,0,0,1,0,6.0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7122597
123,260493,187870935,2000,0,1,0,0,6.1,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,323754058
96,12165,9017805,2000,1,0,0,0,5.6,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23306162
106,18441,0,2000,0,0,1,0,7.5,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1555314
110,104498,7514837,2000,0,0,0,1,7.7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33058165
84,150396,67633537,2000,0,1,0,0,7.0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160568875
99,71163,45089024,2000,0,1,0,0,5.1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,176688012
98,86800,0,2000,1,0,0,0,8.1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4116598
128,46213,43586057,2000,1,0,0,0,6.4,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55681759
87,17216,37574187,2000,0,0,1,0,4.6,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19255806
154,187814,3005935,2000,1,0,0,0,8.1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8128750
120,5448,0,2000,1,0,0,0,6.5,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1005873
101,34628,15029675,2000,0,1,0,0,7.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,209953
117,26180,90178049,2000,0,0,1,0,5.7,4,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45402542
126,21189,30059350,2000,0,0,1,0,7.0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26862121
109,150621,67633537,2000,0,0,0,1,6.2,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,160528450
114,63522,150296748,2000,1,0,0,0,5.6,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91505781
113,150311,45089024,2000,1,0,0,0,7.5,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41011680
95,7879,52603862,2000,0,0,1,0,5.7,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20398876
115,59814,37574187,2000,1,0,0,0,6.1,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84126104
97,6042,6011870,2000,1,0,0,0,6.2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1589764
92,17406,114225528,2000,0,1,0,0,4.2,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39085902
91,4800,0,2000,0,0,1,0,6.9,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2168883
89,4730,42083089,2000,1,0,0,0,6.3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8505203
90,48351,9017805,2000,0,0,1,0,7.5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28128626
125,90612,90178049,2000,0,0,0,1,6.7,3,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113914873
108,275232,82663211,2000,0,0,1,0,7.0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249859393
106,49905,120237398,2000,0,0,0,1,5.7,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26273209
115,17187,36071220,2000,0,0,1,0,6.4,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1336667
107,12659,97692886,2000,0,0,1,0,5.1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44159430
84,11223,36071220,2000,0,0,1,0,5.1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20465322
107,12277,36071220,2000,1,0,0,0,5.3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18628270
116,196521,76651341,2000,0,1,0,0,6.6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136125266
112,107767,142781911,2000,0,0,1,0,5.7,4,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,110031257
104,33094,63124634,2000,1,0,0,0,5.7,4,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35122840
104,5148,0,2000,0,0,1,0,5.7,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30812
101,6181,15029675,2000,1,0,0,0,5.7,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2462164
122,220062,90178049,2000,0,0,1,0,7.9,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,48898822
92,9009,12023740,2000,0,0,1,0,5.3,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7545064
104,155553,184865000,2000,0,0,0,1,6.0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,391470432
98,95357,62072557,2000,1,0,0,0,6.7,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86063663
98,30194,16532642,2000,0,0,0,1,6.1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86163026
98,153010,139775976,2000,0,0,0,1,5.5,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,188330159
100,7993,24047480,2000,0,1,0,0,5.9,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164019
116,11851,85669146,2000,0,0,0,1,5.8,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23356645
165,221478,165326423,2000,0,1,0,0,7.2,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,170331818
107,56555,82663211,2000,1,0,0,0,7.4,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29147885
119,191504,75148374,2000,1,0,0,0,6.6,4,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59795602
103,11520,0,2000,0,1,0,0,6.8,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46464
94,54115,112722561,2000,0,1,0,0,6.6,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34197659
113,171757,45089024,2000,0,0,1,0,7.8,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,173923023
106,51306,0,2000,0,1,0,0,6.9,4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,894215
116,105236,60118699,2000,1,0,0,0,5.5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,133979293
81,7286,15029675,2000,0,1,0,0,5.7,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10561871
94,11086,5410683,2000,0,0,1,0,6.6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65837
111,24362,1803561,2000,0,0,0,1,7.7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14153150
90,11242,116511555,1999,1,0,0,0,5.3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44342931
95,10176,0,1999,0,0,1,0,7.6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414261
95,29088,46216250,1999,1,0,0,0,7.3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6520010
105,105864,93209244,1999,0,1,0,0,5.8,4,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,114411460
112,270071,20195336,1999,0,0,0,1,7.8,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35518308
103,77515,38837185,1999,0,1,0,0,7.3,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23150133
102,12129,0,1999,0,0,0,1,7.5,4,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,146946
189,879924,93209244,1999,0,0,0,1,8.5,4,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,212519210
91,15840,13204643,1999,0,0,1,0,5.7,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27722506
136,584809,178651050,1999,0,1,0,0,6.5,2,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,737199174
124,25713,51265084,1999,1,0,0,0,6.0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13063019
133,17776,99423193,1999,0,0,1,0,5.1,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48938866
110,7081,18641849,1999,1,0,0,0,4.6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276953
84,8516,0,1999,1,0,0,0,5.3,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2463275
94,16661,20195336,1999,0,0,1,0,6.1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9729302
121,15585,0,1999,0,1,0,0,7.9,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312127
95,71905,15534874,1999,0,0,0,1,5.8,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98439819
105,6387,0,1999,0,0,0,1,6.9,4,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2860
129,10870,54372059,1999,1,0,0,0,6.5,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43198798
94,5692,0,1999,0,0,1,0,6.7,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132668
